date,index_name,action,symbol,source,revid
2012-04-07,SP500,remove,CEG,snapshot,486071834
2012-04-07,SP500,add,FOSL,snapshot,486071834
2012-04-07,SP500,add,CCI,snapshot,486071834
2012-01-31,SP500,remove,CPWR,snapshot,474234932
2012-01-31,SP500,add,WPX,snapshot,474234932
2011-12-31,SP500,remove,WFR,snapshot,468828011
2011-12-31,SP500,remove,TLAB,snapshot,468828011
2011-12-31,SP500,remove,RSH,snapshot,468828011
2011-12-31,SP500,remove,MWW,snapshot,468828011
2011-12-31,SP500,remove,ERTS,snapshot,468828011
2011-12-31,SP500,remove,AKS,snapshot,468828011
2011-12-31,SP500,add,TRIP,snapshot,468828011
